,Rooms,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,Price
400,3,13.0,3204.0,2.0,1.0,526.0,135.0,1910.0,-37.9279,145.031,6795.0,1340000.0
2733,2,8.8,3072.0,2.0,1.0,415.0,138.0,1925.0,-37.7481,145.0017,14577.0,860000.0
2983,4,11.4,3084.0,3.0,2.0,0.0,185.0,2008.0,-37.7449,145.0596,3540.0,915000.0
1951,1,4.2,3031.0,1.0,1.0,0.0,50.0,2012.0,-37.7961,144.9261,5263.0,370000.0
5290,5,14.0,3021.0,2.0,3.0,545.0,171.0,1972.0,-37.7323,144.77861,2878.0,520000.0
3868,2,11.8,3204.0,1.0,1.0,210.0,90.0,1996.0,-37.9001,145.0428,3578.0,810000.0
1640,2,13.0,3046.0,1.0,1.0,172.0,77.0,2013.0,-37.7074,144.9086,8870.0,417000.0
2624,2,3.8,3207.0,1.0,0.0,82.0,90.0,1910.0,-37.8361,144.9403,8648.0,1150000.0
4780,3,7.8,3079.0,2.0,1.0,0.0,145.0,2006.0,-37.75822,145.05056000000005,5549.0,910000.0
2534,3,9.9,3044.0,1.0,2.0,568.0,111.0,1960.0,-37.7178,144.9422,7485.0,731000.0
1279,4,7.7,3184.0,2.0,2.0,560.0,185.0,1920.0,-37.8822,144.9913,8989.0,2400000.0
4540,4,14.7,3167.0,2.0,4.0,590.0,161.0,1950.0,-37.9316,145.0821,3692.0,1410000.0
1584,3,9.2,3146.0,1.0,2.0,685.0,143.0,1941.0,-37.8538,145.0842,10412.0,1665000.0
3612,2,7.0,3013.0,2.0,2.0,168.0,121.0,2000.0,-37.8225,144.8814,6543.0,630000.0
3167,4,6.1,3182.0,2.0,2.0,507.0,202.0,1890.0,-37.8616,144.9807,13240.0,1900000.0
3884,2,11.8,3204.0,1.0,1.0,0.0,65.0,1970.0,-37.903,145.0452,3578.0,410000.0
3349,3,13.8,3107.0,2.0,2.0,643.0,135.0,1965.0,-37.7602,145.1166,5420.0,1101000.0
3251,3,12.6,3020.0,2.0,2.0,653.0,650.0,1992.0,-37.7815,144.8423,3755.0,910000.0
4487,3,2.5,3067.0,1.0,0.0,198.0,98.0,1900.0,-37.8025,144.9939,4019.0,1000000.0
1553,4,9.2,3146.0,2.0,2.0,659.0,212.0,1930.0,-37.8509,145.0916,10412.0,2010000.0
6089,2,36.9,3782.0,1.0,0.0,1000.0,81.79,1980.0,-37.93064,145.4453,2259.0,655000.0
1189,4,13.9,3108.0,3.0,2.0,654.0,305.0,1970.0,-37.7856,145.1088,9028.0,1460800.0
5435,2,19.6,3076.0,1.0,1.0,157.0,102.0,2000.0,-37.64827,145.05317,10926.0,417500.0
5455,2,13.8,3188.0,1.0,1.0,0.0,99.0,1992.0,-37.94083,145.03682,2356.0,771000.0
4914,3,5.2,3055.0,2.0,4.0,413.0,126.0,1910.0,-37.76545,144.94442,7082.0,1010000.0
4317,2,5.5,3070.0,1.0,2.0,228.0,110.0,2004.0,-37.7634,144.9985,11364.0,995000.0
4424,3,13.3,3020.0,1.0,1.0,546.0,145.0,1960.0,-37.7676,144.8307,4217.0,490000.0
211,3,11.0,3147.0,2.0,2.0,599.0,220.0,1930.0,-37.8673,145.0688,3052.0,1670000.0
4730,2,2.0,3066.0,2.0,1.0,108.0,162.0,2005.0,-37.79531,144.9863,4553.0,1025000.0
2567,2,9.9,3044.0,1.0,2.0,135.0,100.0,2012.0,-37.7242,144.9411,7485.0,550500.0
1849,3,13.0,3166.0,2.0,1.0,360.0,154.0,1975.0,-37.8937,145.0779,3145.0,900000.0
1439,2,3.5,3068.0,2.0,2.0,0.0,95.0,2002.0,-37.7761,144.9792,6244.0,750000.0
6007,4,18.0,3037.0,2.0,2.0,1017.0,156.0,2000.0,-37.69106,144.75853999999995,3640.0,740000.0
2170,2,8.7,3032.0,1.0,1.0,0.0,68.0,1970.0,-37.7678,144.8899,4918.0,420000.0
5723,4,9.5,3034.0,2.0,1.0,581.0,163.0,1975.0,-37.76421,144.85594,4502.0,934000.0
1602,3,13.0,3046.0,1.0,4.0,640.0,97.0,1950.0,-37.6986,144.9243,8870.0,737000.0
4407,2,6.1,3182.0,2.0,1.0,2920.0,84.0,2006.0,-37.8709,144.9807,13240.0,610500.0
2831,3,11.2,3073.0,1.0,2.0,561.0,96.0,1950.0,-37.7098,145.0031,21650.0,767000.0
3990,3,14.5,3042.0,2.0,2.0,554.0,129.0,1980.0,-37.7212,144.8598,1119.0,566000.0
5205,2,17.9,3192.0,1.0,1.0,1078.0,94.0,1972.0,-37.95745,145.07218999999995,9758.0,601000.0
1376,2,8.0,3040.0,1.0,1.0,0.0,59.0,1960.0,-37.7482,144.908,9264.0,370000.0
5610,3,3.6,3068.0,1.0,1.0,139.0,116.0,1900.0,-37.79068,144.97824,6244.0,1705000.0
4159,3,8.0,3040.0,2.0,1.0,411.0,159.0,1990.0,-37.7544,144.8986,9264.0,960000.0
2713,4,8.8,3072.0,2.0,2.0,559.0,217.0,1925.0,-37.7347,144.9966,14577.0,1400000.0
1571,5,9.2,3146.0,3.0,3.0,778.0,326.0,2000.0,-37.8582,145.0715,10412.0,3085000.0
3175,3,6.1,3182.0,2.0,2.0,0.0,200.0,2000.0,-37.8584,144.9802,13240.0,1295000.0
3117,1,1.2,3006.0,1.0,0.0,760.0,70.0,2007.0,-37.8228,144.9661,8400.0,455000.0
533,3,13.1,3128.0,2.0,1.0,643.0,159.0,1940.0,-37.8285,145.1272,4605.0,1400000.0
2663,2,4.5,3181.0,1.0,1.0,0.0,76.0,1888.0,-37.851,144.988,7717.0,530000.0
5072,2,2.0,3066.0,1.0,0.0,151.0,88.0,1900.0,-37.79853,144.99256,4553.0,1095000.0
2253,2,6.9,3039.0,1.0,1.0,0.0,39.0,2014.0,-37.7715,144.916,6232.0,330000.0
3842,2,12.1,3163.0,1.0,2.0,275.0,94.0,1975.0,-37.8936,145.0725,4442.0,680000.0
5225,3,14.3,3109.0,2.0,3.0,654.0,149.0,1966.0,-37.78496,145.14659,10999.0,1385000.0
1730,4,4.6,3122.0,2.0,2.0,317.0,210.0,2005.0,-37.8344,145.0422,11308.0,1650000.0
2199,2,2.8,3000.0,2.0,1.0,0.0,94.0,1965.0,-37.8166,144.9635,17496.0,733000.0
5202,4,34.9,3201.0,2.0,2.0,550.0,172.0,2010.0,-38.08981,145.17353,8060.0,525000.0
3733,3,12.4,3060.0,2.0,2.0,297.0,133.0,2012.0,-37.6994,144.9686,5070.0,631000.0
840,4,11.7,3125.0,2.0,2.0,399.0,212.0,2005.0,-37.8597,145.1084,5678.0,1270000.0
5003,2,11.4,3204.0,1.0,1.0,126.0,75.45,1970.0,-37.90552,145.03087,3578.0,695000.0
3138,3,7.7,3015.0,1.0,2.0,526.0,127.0,1950.0,-37.8267,144.8779,1223.0,1070000.0
937,3,11.4,3163.0,1.0,2.0,0.0,170.0,1925.0,-37.8977,145.0493,7822.0,1170000.0
1068,2,7.8,3058.0,2.0,1.0,0.0,96.0,1880.0,-37.7367,144.9701,11204.0,485000.0
2131,2,11.2,3145.0,1.0,1.0,0.0,57.0,1997.0,-37.8804,145.0501,8801.0,425000.0
1792,3,10.5,3081.0,2.0,2.0,807.0,192.0,1950.0,-37.7453,145.0559,2947.0,994000.0
5426,4,12.4,3108.0,3.0,2.0,674.0,250.0,1982.0,-37.77102,145.13338000000005,9028.0,1663000.0
4934,4,18.0,3095.0,2.0,3.0,1004.0,184.0,1985.0,-37.69999,145.1617,6990.0,977500.0
3860,4,11.8,3204.0,2.0,2.0,705.0,226.0,1922.0,-37.9035,145.028,3578.0,1715000.0
338,4,9.2,3104.0,2.0,2.0,673.0,185.0,1960.0,-37.7856,145.0918,7809.0,1750000.0
1282,2,7.7,3184.0,1.0,1.0,0.0,63.0,1970.0,-37.8761,144.9821,8989.0,500000.0
2181,2,2.8,3000.0,2.0,1.0,0.0,85.0,1997.0,-37.8095,144.9691,17496.0,780000.0
5246,2,24.8,3156.0,2.0,1.0,306.0,120.0,2011.0,-37.87275,145.26325,10788.0,617000.0
2720,3,8.8,3072.0,1.0,1.0,421.0,97.0,1930.0,-37.738,145.0064,14577.0,810000.0
3697,2,1.5,3002.0,2.0,2.0,0.0,150.0,2010.0,-37.8127,144.9847,3040.0,1935000.0
1558,4,9.2,3146.0,2.0,2.0,652.0,230.0,1925.0,-37.8479,145.0557,10412.0,2376000.0
866,2,7.8,3124.0,1.0,1.0,424.0,95.0,1930.0,-37.8465,145.0743,8920.0,895000.0
4143,3,7.8,3058.0,2.0,2.0,531.0,112.0,2016.0,-37.7424,144.9571,11204.0,720000.0
290,5,9.7,3103.0,3.0,2.0,715.0,420.0,2009.0,-37.8028,145.0768,5682.0,2570000.0
4899,3,23.2,3153.0,2.0,0.0,586.0,115.0,1999.0,-37.82273,145.27323,3598.0,616000.0
5229,6,18.0,3095.0,3.0,3.0,804.0,214.0,1980.0,-37.70872,145.16102,6990.0,855000.0
88,4,13.8,3018.0,3.0,6.0,1057.0,220.0,1962.0,-37.8681,144.819,5301.0,1780000.0
249,4,12.2,3147.0,2.0,2.0,766.0,192.0,1950.0,-37.8629,145.1097,2894.0,1240000.0
4134,3,7.8,3058.0,1.0,2.0,120.0,113.76,1990.0,-37.7462,144.9795,11204.0,824000.0
4626,2,3.4,3031.0,1.0,1.0,0.0,70.0,2011.0,-37.79122,144.93175,5263.0,535000.0
4295,4,6.9,3039.0,2.0,3.0,431.0,246.0,1910.0,-37.7615,144.9094,6232.0,955000.0
5761,4,19.6,3076.0,3.0,3.0,631.0,355.0,2009.0,-37.6246,145.01686,10926.0,1012000.0
4953,5,16.7,3150.0,3.0,2.0,662.0,119.0,1960.0,-37.87853,145.15542,15321.0,2650000.0
1703,3,13.7,3188.0,1.0,1.0,195.0,115.0,1960.0,-37.9396,145.0156,5454.0,810000.0
3542,2,5.1,3181.0,2.0,1.0,0.0,78.0,2012.0,-37.8558,144.9903,4380.0,580000.0
4152,4,13.9,3108.0,3.0,2.0,661.0,170.0,1965.0,-37.7905,145.1433,9028.0,1100000.0
1696,4,13.7,3188.0,3.0,3.0,760.0,325.0,1920.0,-37.9326,144.9997,5454.0,3200000.0
4944,3,8.2,3041.0,2.0,1.0,161.0,149.0,2012.0,-37.73566,144.89368000000005,1308.0,800000.0
3710,3,12.4,3060.0,2.0,1.0,738.0,138.0,2010.0,-37.7109,144.9654,5070.0,455000.0
3431,2,4.6,3142.0,2.0,2.0,0.0,109.0,1970.0,-37.8371,145.0066,7217.0,925000.0
5420,3,23.0,3136.0,1.0,2.0,802.0,105.0,1980.0,-37.81083,145.28792,11925.0,725000.0
4600,1,7.5,3040.0,1.0,1.0,0.0,47.0,1970.0,-37.75121,144.91326,9264.0,291000.0
5968,3,18.8,3170.0,2.0,2.0,434.0,104.0,1960.0,-37.93228,145.15827,7113.0,815500.0
112,3,11.1,3025.0,1.0,3.0,540.0,116.0,1960.0,-37.8294,144.8378,5132.0,710000.0
4609,2,7.3,3146.0,1.0,1.0,0.0,76.0,1965.0,-37.85399,145.04699,10412.0,500000.0
333,5,9.2,3104.0,4.0,2.0,760.0,477.0,2015.0,-37.7907,145.0907,7809.0,3300000.0
5886,5,11.4,3204.0,2.0,2.0,591.0,188.0,1950.0,-37.92211,145.0466,6795.0,1500000.0
4106,5,9.0,3126.0,5.0,4.0,2079.0,464.3,1880.0,-37.8179,145.0694,3265.0,8000000.0
1006,4,9.3,3162.0,2.0,2.0,641.0,215.0,1970.0,-37.9012,145.035,5051.0,1570000.0
2027,3,5.6,3101.0,2.0,2.0,275.0,153.0,1999.0,-37.8052,145.0489,10331.0,1420000.0
989,2,8.1,3161.0,1.0,1.0,0.0,67.0,2011.0,-37.8609,145.0126,6923.0,550000.0
3692,2,1.8,3053.0,1.0,1.0,144.0,81.0,1890.0,-37.7984,144.9738,6786.0,1170000.0
3184,2,6.1,3182.0,1.0,1.0,0.0,71.0,1940.0,-37.8665,144.9833,13240.0,431000.0
3959,2,2.5,3121.0,1.0,1.0,125.0,68.0,1900.0,-37.8258,144.99200000000005,1123.0,930000.0
2675,3,4.5,3181.0,2.0,1.0,8216.0,130.0,1995.0,-37.85,144.9876,7717.0,1050000.0
1910,3,12.8,3033.0,1.0,2.0,352.0,102.0,2000.0,-37.7459,144.8673,5629.0,560000.0
1352,4,8.0,3040.0,3.0,1.0,519.0,218.0,1930.0,-37.7517,144.9086,9264.0,1600000.0
2677,2,4.5,3181.0,2.0,1.0,0.0,95.0,1995.0,-37.8598,145.0097,7717.0,681000.0
4818,3,21.5,3195.0,2.0,2.0,627.0,197.0,1950.0,-37.99544,145.08727,5087.0,1315000.0
2956,2,2.6,3121.0,2.0,1.0,170.0,89.0,1940.0,-37.8229,144.9931,14949.0,1200000.0
1532,4,9.2,3146.0,3.0,2.0,856.0,265.0,1920.0,-37.8628,145.0436,10412.0,3400000.0
319,2,9.7,3103.0,1.0,1.0,0.0,150.0,1960.0,-37.8147,145.084,5682.0,650000.0
6008,4,18.4,3029.0,2.0,2.0,371.0,156.0,2006.0,-37.867,144.65618,10160.0,463500.0
63,4,3.3,3206.0,3.0,1.0,327.0,254.0,1910.0,-37.8467,144.9475,3280.0,2800000.0
3065,2,3.3,3141.0,2.0,2.0,0.0,107.0,1986.0,-37.8376,144.9847,14887.0,1300000.0
3944,3,14.0,3166.0,1.0,2.0,691.0,140.0,1950.0,-37.9109,145.0995,3224.0,865000.0
1206,4,10.3,3084.0,3.0,2.0,724.0,327.0,1940.0,-37.7594,145.0594,1651.0,1650000.0
2204,2,4.1,3206.0,1.0,1.0,760.0,58.0,1930.0,-37.8474,144.9625,2019.0,535000.0
3901,3,8.2,3012.0,1.0,1.0,412.0,162.0,1980.0,-37.7941,144.881,5058.0,910000.0
2138,3,8.7,3032.0,1.0,2.0,597.0,154.0,1970.0,-37.76300000000001,144.8877,4918.0,975000.0
3705,3,9.8,3040.0,2.0,2.0,0.0,118.0,2015.0,-37.7532,144.8848,588.0,730000.0
2062,3,9.2,3012.0,1.0,2.0,269.0,80.0,1960.0,-37.7844,144.8665,3873.0,490000.0
5438,2,2.1,3065.0,1.0,2.0,6367.0,75.0,1930.0,-37.7967,144.98363,5825.0,790000.0
3589,4,7.0,3013.0,1.0,0.0,165.0,93.0,1900.0,-37.819,144.895,6543.0,706000.0
5635,4,18.0,3037.0,2.0,2.0,600.0,174.0,2002.0,-37.6844,144.75595,5556.0,580000.0
5655,3,4.3,3032.0,2.0,2.0,366.0,183.84,2012.0,-37.7816,144.88998999999995,4918.0,940000.0
3728,4,12.4,3060.0,2.0,1.0,613.0,219.0,1970.0,-37.7034,144.9666,5070.0,750000.0
4978,4,8.4,3145.0,3.0,4.0,960.0,325.0,1910.0,-37.87605,145.05563,8801.0,2520000.0
5687,4,1.9,3205.0,3.0,1.0,153.0,93.0,1900.0,-37.83591,144.94963,5943.0,1800000.0
2499,2,11.5,3046.0,1.0,1.0,138.0,76.0,2009.0,-37.7209,144.9179,2651.0,470000.0
716,1,5.2,3056.0,1.0,1.0,82.0,114.0,1930.0,-37.7661,144.9614,11918.0,625000.0
2657,1,4.5,3181.0,1.0,1.0,443.0,50.0,1970.0,-37.8493,145.0006,7717.0,482500.0
3731,3,12.4,3060.0,1.0,1.0,540.0,114.0,1960.0,-37.6973,144.96200000000005,5070.0,617000.0
6125,3,16.3,3075.0,1.0,1.0,532.0,934.0,1980.0,-37.66101,145.02568,8279.0,580500.0
2803,3,11.2,3073.0,1.0,1.0,250.0,105.0,1960.0,-37.6974,145.0213,21650.0,410000.0
2514,3,14.7,3167.0,1.0,2.0,531.0,118.0,1962.0,-37.9303,145.082,3692.0,850500.0
1223,4,8.5,3185.0,1.0,1.0,489.0,150.0,1910.0,-37.8916,145.0123,4898.0,1400000.0
562,3,10.8,3019.0,1.0,1.0,158.0,138.0,2005.0,-37.7889,144.8465,3589.0,495000.0
1222,3,8.5,3185.0,2.0,1.0,391.0,173.0,1905.0,-37.8885,145.0133,4898.0,1755000.0
5068,3,17.9,3192.0,1.0,2.0,537.0,120.0,1965.0,-37.96388,145.07807,9758.0,900000.0
5263,4,5.3,3122.0,2.0,2.0,750.0,192.0,1910.0,-37.81557,145.04281,11308.0,2800000.0
64,3,3.3,3206.0,1.0,1.0,120.0,123.0,1900.0,-37.8427,144.9546,3280.0,2100000.0
2299,4,14.6,3189.0,3.0,2.0,272.0,188.0,2000.0,-37.9443,145.0444,2555.0,1016000.0
5755,3,16.1,3111.0,1.0,2.0,720.0,116.0,1960.0,-37.80349,145.19666,4790.0,904000.0
5963,1,6.2,3039.0,1.0,1.0,0.0,55.0,2015.0,-37.77149,144.91552,6232.0,362000.0
4980,2,0.0,3000.0,1.0,1.0,0.0,113.0,1999.0,-37.81317,144.95452,17496.0,740000.0
1221,4,8.5,3185.0,2.0,0.0,147.0,159.0,1910.0,-37.8852,144.9997,4898.0,1100000.0
2904,3,2.6,3121.0,1.0,0.0,162.0,81.0,1915.0,-37.8241,145.0015,14949.0,1100000.0
3127,2,7.7,3015.0,1.0,2.0,562.0,116.0,1950.0,-37.8333,144.8868,1223.0,832500.0
2100,3,11.2,3145.0,2.0,1.0,216.0,135.0,1994.0,-37.866,145.0549,8801.0,1253000.0
4642,3,14.2,3149.0,1.0,2.0,1028.0,181.0,1965.0,-37.89757,145.11825,13366.0,2000000.0
2257,5,6.9,3039.0,3.0,2.0,646.0,261.0,1925.0,-37.7625,144.9074,6232.0,1900000.0
816,4,11.8,3105.0,2.0,2.0,744.0,300.0,1985.0,-37.7791,145.086,4480.0,1300000.0
4560,5,15.0,3085.0,2.0,2.0,627.0,232.0,1960.0,-37.7327,145.0804,1369.0,1060000.0
5023,1,1.9,3205.0,1.0,1.0,0.0,53.0,2000.0,-37.83087,144.96864,5943.0,407500.0
4226,3,7.5,3123.0,2.0,2.0,185.0,185.0,1985.0,-37.8255,145.0481,6482.0,1405000.0
45,3,13.5,3042.0,2.0,1.0,161.0,101.0,2010.0,-37.7231,144.8802,3464.0,540000.0
695,2,5.2,3056.0,1.0,1.0,199.0,93.0,1900.0,-37.7676,144.9659,11918.0,890000.0
2687,2,8.8,3072.0,1.0,1.0,132.0,121.0,2009.0,-37.7343,145.0025,14577.0,715000.0
4776,3,21.3,3135.0,2.0,2.0,173.0,140.0,2009.0,-37.8327,145.2348,3794.0,701000.0
5936,3,11.2,3046.0,1.0,2.0,325.0,100.0,1950.0,-37.70325,144.94756999999996,2606.0,550000.0
4844,3,11.0,3018.0,2.0,6.0,663.0,127.8,1970.0,-37.8642,144.84257,852.0,1360000.0
181,4,5.9,3032.0,3.0,2.0,562.0,204.0,1890.0,-37.782,144.903,6567.0,1640000.0
4982,3,20.0,3194.0,2.0,2.0,435.0,141.0,1980.0,-37.97889,145.0745,6162.0,1051000.0
2670,3,4.5,3181.0,2.0,3.0,1958.0,98.0,1995.0,-37.8526,145.0106,7717.0,1450000.0
645,4,10.7,3187.0,3.0,2.0,598.0,212.0,1948.0,-37.9075,145.0248,6938.0,1650000.0
2283,1,6.9,3039.0,1.0,1.0,0.0,50.0,1980.0,-37.7652,144.9116,6232.0,336000.0
5008,1,4.6,3181.0,1.0,1.0,0.0,44.0,2015.0,-37.85012,144.99225,7717.0,440000.0
4033,2,13.1,3128.0,1.0,1.0,171.0,80.0,2014.0,-37.8158,145.1384,4605.0,780000.0
4799,3,3.0,3206.0,1.0,0.0,207.0,128.0,1890.0,-37.85356,144.96415,2019.0,2010000.0
2279,5,6.9,3039.0,1.0,2.0,739.0,155.0,1930.0,-37.7613,144.9177,6232.0,1740000.0
3016,2,6.6,3011.0,1.0,1.0,0.0,62.0,2012.0,-37.8042,144.892,2417.0,533000.0
884,4,7.8,3124.0,2.0,2.0,686.0,210.0,1960.0,-37.8458,145.0611,8920.0,2030000.0
1923,4,12.8,3033.0,2.0,2.0,547.0,184.0,2000.0,-37.7381,144.8554,5629.0,735000.0
316,2,9.7,3103.0,1.0,1.0,213.0,92.0,1980.0,-37.8092,145.0789,5682.0,755000.0
1379,5,9.4,3041.0,3.0,2.0,463.0,196.0,1930.0,-37.7379,144.9022,1308.0,1360000.0
3839,2,12.1,3163.0,1.0,1.0,161.0,89.0,1980.0,-37.8955,145.07299999999995,4442.0,740000.0
3075,2,3.3,3141.0,1.0,1.0,2122.0,64.0,1960.0,-37.8383,145.0014,14887.0,693000.0
5250,3,12.9,3043.0,1.0,1.0,935.0,130.0,1975.0,-37.69744,144.89073,3285.0,755000.0
1585,2,9.2,3146.0,1.0,1.0,0.0,80.0,1960.0,-37.8555,145.0518,10412.0,600000.0
1837,3,13.0,3166.0,2.0,1.0,206.0,118.0,2002.0,-37.8966,145.0863,3145.0,828000.0
5279,4,18.4,3029.0,2.0,3.0,800.0,158.0,1990.0,-37.87051,144.7141,13830.0,680000.0
2887,1,2.6,3121.0,1.0,1.0,8223.0,45.0,2012.0,-37.8127,145.0094,14949.0,345000.0
938,4,11.4,3163.0,2.0,2.0,687.0,237.0,1983.0,-37.8931,145.0479,7822.0,1830000.0
3328,4,11.2,3127.0,2.0,2.0,949.0,293.0,1910.0,-37.8188,145.0984,5457.0,2050000.0
465,3,13.9,3165.0,1.0,4.0,726.0,131.0,1950.0,-37.9117,145.0695,10969.0,1050000.0
574,2,11.2,3186.0,1.0,1.0,90.0,74.0,1960.0,-37.9122,145.0038,10579.0,800000.0
3339,3,11.2,3127.0,2.0,1.0,735.0,219.0,1920.0,-37.8182,145.096,5457.0,2300000.0
5882,4,39.0,3807.0,2.0,2.0,900.0,244.0,2005.0,-38.05614,145.38464,2332.0,670000.0
